Points,Longitude,Latitude,HALLMARK_ANGIOGENESIS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_P53_PATHWAY,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_DNA_REPAIR,Max,P
3125,74.51247,285.06987,-4.110673918,-20.43456437,-17.97129241,-27.26655821,-1.14E+01,-12.16908359,-9.616319105,-11.63992693,0,HALLMARK_ANGIOGENESIS
3126,81.44504,285.06987,-4.179507862,-23.03246754,-20.37817007,-27.92126559,-1.29E+01,-13.54191396,-10.55571556,-13.31429852,0,HALLMARK_ANGIOGENESIS
3127,88.37762,285.06987,-4.113956743,-26.12048671,-23.31830444,-27.70457798,-1.44E+01,-14.7982147,-11.54936502,-15.15807454,0,HALLMARK_ANGIOGENESIS
3128,95.31019,285.06987,-4.017084523,-29.8485158,-26.97806565,-26.87985247,-1.62E+01,-16.04770815,-12.55962846,-17.10012541,0,HALLMARK_ANGIOGENESIS
3129,102.24276,285.06987,-5.473386057,-31.93657837,-29.30969973,-37.32252087,-1.86E+01,-20.89544296,-13.50420998,-18.45444494,0,HALLMARK_ANGIOGENESIS
3130,109.17534,285.06987,-6.250115491,-27.8395267,-25.53538386,-42.94803802,-1.69E+01,-20.52100816,-12.19512404,-16.4584024,0,HALLMARK_ANGIOGENESIS
3131,116.10791,285.06987,-5.562903041,-19.68225934,-17.64012921,-40.02924022,-1.20E+01,-14.79437037,-9.178180785,-11.93726835,0,HALLMARK_ANGIOGENESIS
3132,123.04048,285.06987,-3.935501483,-11.16640048,-8.730033301,-32.99124615,-6.36E+00,-7.759506587,-6.105335918,-7.55294825,0,HALLMARK_ANGIOGENESIS
3133,129.97305,285.06987,-4.209844155,-11.70545214,-9.637200866,-32.94148636,-6.82E+00,-9.143680845,-6.558129202,-7.86853408,0,HALLMARK_ANGIOGENESIS
3134,136.90563,285.06987,-5.685041179,-20.68600234,-19.16728581,-40.47645252,-1.34E+01,-16.3643771,-10.33978625,-12.77377642,0,HALLMARK_ANGIOGENESIS
3135,143.8382,285.06987,-6.566176915,-29.88380721,-28.52525476,-46.23482855,-2.00E+01,-23.25832352,-13.95444492,-18.82307366,0,HALLMARK_ANGIOGENESIS
3136,150.77077,285.06987,-6.860832457,-35.09832914,-33.90502912,-49.18024147,-2.47E+01,-27.93485356,-16.53996876,-23.50756686,0,HALLMARK_ANGIOGENESIS
3137,157.70335,285.06987,-7.316288856,-41.93178718,-40.42171343,-52.50591612,-2.90E+01,-33.92339902,-19.78526755,-28.09805702,0,HALLMARK_ANGIOGENESIS
3138,164.63592,285.06987,-7.850031028,-46.99539934,-45.32874253,-54.99517029,-3.15E+01,-37.59256905,-21.7789132,-31.10175628,0,HALLMARK_ANGIOGENESIS
3139,171.56849,285.06987,-7.562021162,-48.50646811,-46.77539994,-52.00210904,-3.20E+01,-38.3584145,-22.37120852,-32.22040593,0,HALLMARK_ANGIOGENESIS
3140,178.50107,285.06987,-7.598337407,-49.21280164,-47.38211986,-52.40991866,-3.25E+01,-39.09985031,-22.7507836,-32.93466939,0,HALLMARK_ANGIOGENESIS
3141,185.43364,285.06987,-8.12518319,-49.857669,-47.96783602,-55.72986116,-3.32E+01,-39.87543489,-23.08081107,-33.43857815,0,HALLMARK_ANGIOGENESIS
3142,192.36621,285.06987,-8.329781126,-50.07761395,-48.25320774,-57.58071524,-3.36E+01,-40.20509839,-23.21935623,-33.62283373,0,HALLMARK_ANGIOGENESIS
3143,199.29878,285.06987,-8.404211237,-50.12304972,-48.20326162,-58.37743568,-3.36E+01,-40.25174091,-23.31289591,-33.57770074,0,HALLMARK_ANGIOGENESIS
3144,206.23136,285.06987,-8.289334705,-49.75049523,-47.72294705,-58.03073914,-3.35E+01,-40.02612008,-23.28886577,-33.34736988,0,HALLMARK_ANGIOGENESIS
3145,213.16393,285.06987,-7.961548514,-49.09043239,-46.96894427,-56.24688626,-3.32E+01,-39.36645427,-23.0685536,-32.84699606,0,HALLMARK_ANGIOGENESIS
3146,220.0965,285.06987,-7.626036418,-48.00500424,-45.71906659,-53.38020466,-3.23E+01,-38.1774898,-22.479153,-31.82096469,0,HALLMARK_ANGIOGENESIS
3147,227.02908,285.06987,-7.17454441,-45.9299748,-43.59880848,-48.66723539,-3.07E+01,-36.06030703,-21.4326614,-30.06009872,0,HALLMARK_ANGIOGENESIS
3148,233.96165,285.06987,-6.941350607,-42.41269119,-40.11265767,-44.02516214,-2.81E+01,-33.17977754,-19.90766056,-27.46609498,0,HALLMARK_ANGIOGENESIS
3149,240.89422,285.06987,-6.480794241,-36.48038479,-34.44132237,-38.45539158,-2.45E+01,-28.53972514,-17.58173005,-23.98821525,0,HALLMARK_ANGIOGENESIS
3150,247.82679,285.06987,-5.429175639,-28.12908052,-26.50441066,-31.07199051,-1.97E+01,-22.55161887,-14.49233555,-20.43361738,0,HALLMARK_ANGIOGENESIS
3151,254.75937,285.06987,-4.486694518,-23.4239933,-21.97794049,-28.10973421,-1.70E+01,-19.64380528,-12.36760054,-18.61866818,0,HALLMARK_ANGIOGENESIS
3152,261.69194,285.06987,-4.732690159,-27.64927253,-25.90130836,-33.87927486,-1.88E+01,-23.277871,-13.43669837,-19.95467681,0,HALLMARK_ANGIOGENESIS
3153,268.62451,285.06987,-5.659696305,-32.12785601,-30.26914233,-40.60125852,-2.13E+01,-27.12223521,-14.88530851,-21.81199783,0,HALLMARK_ANGIOGENESIS
3154,275.55709,285.06987,-6.265876698,-34.6078114,-32.97029982,-43.43238378,-2.25E+01,-29.02514309,-15.78104388,-22.57873011,0,HALLMARK_ANGIOGENESIS
3155,282.48966,285.06987,-6.10417988,-34.02334833,-32.5276019,-42.21286547,-2.23E+01,-28.6721697,-15.81754539,-22.45333587,0,HALLMARK_ANGIOGENESIS
3156,289.42223,285.06987,-6.04881425,-33.29619347,-31.8365021,-41.29332395,-2.20E+01,-27.84575944,-15.762752,-21.98800888,0,HALLMARK_ANGIOGENESIS
3157,296.3548,285.06987,-5.630252175,-30.50845431,-28.91859278,-38.4151259,-2.02E+01,-25.56446197,-14.56713855,-20.21808486,0,HALLMARK_ANGIOGENESIS
3158,303.28738,285.06987,-4.914144889,-24.21751929,-22.89324874,-34.34284674,-1.65E+01,-21.19199225,-12.15140546,-16.6976991,0,HALLMARK_ANGIOGENESIS
3159,310.21995,285.06987,-4.008990904,-17.20262849,-16.16473738,-28.02749991,-1.23E+01,-15.65087068,-8.910170207,-11.65596775,0,HALLMARK_ANGIOGENESIS
3160,317.15252,285.06987,-3.019481946,-7.809874173,-7.516708643,-19.80529946,-6.01E+00,-8.295446426,-4.15921637,-5.54011706,0,HALLMARK_ANGIOGENESIS
3161,324.0851,285.06987,-1.831994744,5.735908726,5.055870612,-11.45452146,1.40E+00,0.339823316,0.749774894,0.75771199,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3162,331.01767,285.06987,-0.858559395,17.00938689,16.39776792,-6.503363351,7.03E+00,6.841820914,4.610026487,5.53119773,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3163,337.95024,285.06987,-0.572103347,14.96130238,13.61779804,-4.988465692,6.96E+00,6.566671297,4.678587084,6.05823439,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3164,344.88282,285.06987,-0.06653652,12.35797029,11.02945659,-2.946287557,5.63E+00,5.65347927,3.867884288,5.4205134,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3165,351.81539,285.06987,-0.256409689,11.48066339,11.79212642,-1.630645151,4.96E+00,4.919070245,3.873760771,5.29576099,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3166,358.74796,285.06987,-0.739223048,4.7730042,4.432463525,-2.219103953,1.90E+00,1.984412379,2.179757745,3.37159595,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3167,365.68053,285.06987,-0.492875074,2.508039316,2.286554416,-0.282274158,1.51E+00,2.607762292,1.877259177,3.17706103,3.17706103,HALLMARK_DNA_REPAIR
3168,372.61311,285.06987,1.436112176,4.14117077,5.106914355,11.63176794,3.20E+00,6.049044406,3.440490123,4.55911672,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3169,379.54568,285.06987,1.715428976,1.645053259,2.890254032,12.38286444,2.09E+00,5.407204267,2.624744215,4.04363356,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3170,386.47825,285.06987,1.20514951,-0.31115983,1.154816312,8.289545131,1.88E+00,4.130399491,2.298554418,3.83326979,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3171,393.41083,285.06987,0.860019836,3.270681837,4.08692628,5.130618295,3.74E+00,5.746713246,2.981452496,5.80575352,4,HALLMARK_DNA_REPAIR
3172,400.3434,285.06987,1.422371297,11.21139511,11.0893581,8.241249283,9.01E+00,12.15748929,5.955324385,11.44271268,4,HALLMARK_P53_PATHWAY
3173,407.27597,285.06987,2.939452002,27.65649049,26.61838004,19.21365984,1.99E+01,24.41515911,12.37320854,20.68840953,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3174,414.20854,285.06987,4.010220397,35.5194605,34.06507565,27.3399102,2.56E+01,30.91377812,15.67804567,25.79394183,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3175,421.14112,285.06987,4.687513171,43.20820693,41.23867815,33.65081492,2.96E+01,36.09343842,18.15529661,29.04123229,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3176,428.07369,285.06987,6.052711239,41.48485587,39.41107134,38.57915379,2.91E+01,35.74955559,19.04583396,28.53805299,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3177,435.00626,285.06987,5.266864893,31.85336371,30.0693497,32.67731444,2.16E+01,27.96057034,15.27263019,22.69277877,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3178,441.93884,285.06987,2.543491468,12.94099063,11.929937,16.24019419,8.82E+00,11.69617741,7.510427403,11.12682781,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3179,448.87141,285.06987,-0.135557333,-3.116456656,-2.738181904,0.789294734,-1.21E+00,-0.442712334,1.488035515,1.66745091,1.66745091,HALLMARK_DNA_REPAIR
3180,455.80398,285.06987,0.175508485,-6.704795356,-5.436561761,1.66418874,-3.47E+00,-3.224662645,-0.139332856,-1.60550424,1.66418874,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3181,462.73655,285.06987,1.780175536,-4.772684833,-3.425329117,10.885591,-1.48E+00,-1.456284988,0.789065641,-0.72173019,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3182,469.66913,285.06987,4.933222854,0.394824581,1.568200892,23.35623792,1.65E+00,2.380404317,2.695820431,2.04260446,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3183,476.6017,285.06987,6.316032974,6.333262873,7.991451113,28.68977629,5.96E+00,6.671366614,5.976647581,5.84114972,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3184,483.53427,285.06987,6.59097826,15.57917374,16.73217947,32.55254935,1.24E+01,12.43363803,10.63308856,11.67523752,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3185,490.46685,285.06987,6.876096484,28.1196142,29.4136898,35.28882886,2.05E+01,21.99194015,15.82691523,19.26958472,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3186,497.39942,285.06987,6.547762278,35.02418239,37.91668962,37.15505757,2.51E+01,28.99948716,18.26756269,24.64167336,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3187,504.33199,285.06987,5.420399734,20.1803038,23.38272326,29.87336142,1.78E+01,20.87837589,13.80903003,20.12906614,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3188,511.26457,285.06987,5.779674771,15.13573559,19.12505703,32.3130878,1.59E+01,19.06556795,12.36064832,18.46511583,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3189,518.19714,285.06987,6.069639539,12.14371545,16.58947509,34.93352043,1.48E+01,17.77628952,11.43864902,17.44656034,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3190,525.12971,285.06987,6.31540907,9.876046576,14.59996497,37.12127779,1.38E+01,16.62172808,10.68463012,16.6417776,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3191,532.06228,285.06987,6.53543653,8.105120484,13.0128406,38.93291513,1.30E+01,15.65010839,10.06868628,16.00516724,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3192,538.99486,285.06987,6.754829356,6.867967992,11.90509874,40.58259697,1.24E+01,14.98419632,9.640310514,15.59383451,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3193,545.92743,285.06987,7.000950744,6.245682843,11.37302689,42.30212219,1.22E+01,14.73267168,9.453472886,15.47262224,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3194,552.86,285.06987,7.282775951,6.227757969,11.41663318,44.19098662,1.23E+01,14.90960324,9.514633403,15.64854551,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3195,559.79258,285.06987,7.587319667,6.69333699,11.92499433,46.19503174,1.28E+01,15.43038472,9.777510775,16.06373149,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3196,566.72515,285.06987,7.891737296,7.472576946,12.73116465,48.1870405,1.33E+01,16.16663055,10.17142918,16.63042336,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3197,573.65772,285.06987,8.175671961,8.409735577,13.68418915,50.04833781,1.40E+01,16.99965696,10.62999698,17.26656118,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3198,580.59029,285.06987,8.426383884,9.39113044,14.67447448,51.70379132,1.47E+01,17.8438615,11.10418174,17.91197286,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3199,587.52287,285.06987,8.638403655,10.34540765,15.63585291,53.12135971,1.54E+01,18.64699249,11.56299257,18.52912252,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3200,594.45544,285.06987,8.811286062,11.23320011,16.53295774,54.29902807,1.60E+01,19.3817275,11.98926593,19.09776167,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3201,46.78218,291.68755,-3.376535009,-11.48771267,-9.799111615,-22.08550733,-6.17E+00,-6.504321182,-6.023239252,-5.79417554,0,HALLMARK_ANGIOGENESIS
3202,53.71475,291.68755,-3.568057795,-12.9264018,-11.06018374,-23.36974461,-7.02E+00,-7.486337177,-6.606316068,-6.7845816,0,HALLMARK_ANGIOGENESIS
3203,60.64733,291.68755,-3.760963907,-14.4835116,-12.41571082,-24.68528333,-7.95E+00,-8.555936474,-7.242106813,-7.87733402,0,HALLMARK_ANGIOGENESIS
3204,67.5799,291.68755,-3.952714257,-16.17710776,-13.89020864,-26.02512381,-8.98E+00,-9.729347465,-7.940041194,-9.08631624,0,HALLMARK_ANGIOGENESIS
3205,74.51247,291.68755,-4.141189755,-18.01926353,-15.5078358,-27.39237211,-1.01E+01,-11.02719012,-8.708050088,-10.41980313,0,HALLMARK_ANGIOGENESIS
3206,81.44504,291.68755,-4.332221867,-19.99948856,-17.30036371,-28.86667657,-1.14E+01,-12.49262055,-9.547447818,-11.87020585,0,HALLMARK_ANGIOGENESIS
3207,88.37762,291.68755,-4.585820131,-22.08597105,-19.31499545,-30.95472909,-1.30E+01,-14.32031647,-10.45424154,-13.40627514,0,HALLMARK_ANGIOGENESIS
3208,95.31019,291.68755,-5.244245307,-24.3009294,-21.77227394,-35.72240575,-1.50E+01,-17.2318099,-11.41818508,-14.94612583,0,HALLMARK_ANGIOGENESIS
3209,102.24276,291.68755,-6.082139136,-24.79131092,-22.39512332,-41.36341974,-1.58E+01,-19.19181579,-11.54505181,-15.32689553,0,HALLMARK_ANGIOGENESIS
3210,109.17534,291.68755,-6.111719167,-20.65740169,-18.46689188,-41.85587545,-1.33E+01,-16.32979095,-9.805549976,-12.94653431,0,HALLMARK_ANGIOGENESIS
3211,116.10791,291.68755,-5.704995476,-14.05242831,-12.64686014,-39.45750496,-9.06E+00,-11.9312748,-7.7721314,-9.3275292,0,HALLMARK_ANGIOGENESIS
3212,123.04048,291.68755,-4.985756922,-9.537111945,-8.01624954,-36.16199078,-6.04E+00,-8.258769596,-6.207306395,-6.68383564,0,HALLMARK_ANGIOGENESIS
3213,129.97305,291.68755,-4.87615398,-9.38910966,-7.819716717,-35.38916159,-5.99E+00,-8.212063095,-6.288310059,-6.29490747,0,HALLMARK_ANGIOGENESIS
3214,136.90563,291.68755,-5.689904937,-18.0201644,-16.65876917,-40.28704652,-1.15E+01,-14.5097966,-9.458630351,-10.85919296,0,HALLMARK_ANGIOGENESIS
3215,143.8382,291.68755,-6.670846667,-29.1641898,-27.94910403,-46.50342618,-1.90E+01,-22.62608658,-13.57982649,-17.80657753,0,HALLMARK_ANGIOGENESIS
3216,150.77077,291.68755,-6.966458435,-34.27812713,-32.77341515,-49.65894969,-2.39E+01,-27.30243328,-16.39617502,-22.81825341,0,HALLMARK_ANGIOGENESIS
3217,157.70335,291.68755,-7.360506853,-41.6758091,-40.09623999,-52.16642389,-2.84E+01,-33.55670711,-19.60713291,-27.54305281,0,HALLMARK_ANGIOGENESIS
3218,164.63592,291.68755,-7.601074879,-46.22834777,-44.58933284,-53.35999607,-3.10E+01,-36.93728092,-21.4895186,-30.54691488,0,HALLMARK_ANGIOGENESIS
3219,171.56849,291.68755,-7.456712159,-48.10280255,-46.42235666,-52.16679987,-3.19E+01,-38.16421806,-22.2509401,-31.89402955,0,HALLMARK_ANGIOGENESIS
3220,178.50107,291.68755,-7.068774722,-48.66928336,-46.83502915,-49.59519162,-3.22E+01,-38.66365559,-22.55300211,-32.56151754,0,HALLMARK_ANGIOGENESIS
3221,185.43364,291.68755,-7.456179143,-49.21857403,-47.26643245,-52.25860512,-3.27E+01,-39.28011067,-22.74067082,-32.97300106,0,HALLMARK_ANGIOGENESIS
3222,192.36621,291.68755,-7.673824201,-49.31814899,-47.45750087,-53.76852564,-3.30E+01,-39.46569954,-22.84247877,-33.04198663,0,HALLMARK_ANGIOGENESIS
3223,199.29878,291.68755,-7.800407732,-49.29847097,-47.30457383,-54.65137238,-3.32E+01,-39.38849998,-22.83492599,-32.83362473,0,HALLMARK_ANGIOGENESIS
3224,206.23136,291.68755,-7.907516862,-49.04709717,-46.94310823,-54.83226116,-3.32E+01,-39.38824885,-22.90439377,-32.7300542,0,HALLMARK_ANGIOGENESIS
3225,213.16393,291.68755,-7.969028084,-48.78544218,-46.62630682,-55.10736527,-3.30E+01,-39.2580073,-22.91563453,-32.47389458,0,HALLMARK_ANGIOGENESIS
3226,220.0965,291.68755,-7.985281236,-48.25482393,-46.08911712,-54.96039916,-3.26E+01,-38.75375763,-22.5996605,-31.91757694,0,HALLMARK_ANGIOGENESIS
3227,227.02908,291.68755,-7.957587976,-47.07520588,-44.84957021,-53.3859353,-3.16E+01,-37.52145804,-21.98131325,-30.74051972,0,HALLMARK_ANGIOGENESIS
3228,233.96165,291.68755,-7.790033228,-44.82136738,-42.73204648,-50.67417125,-2.98E+01,-35.42172274,-20.87439254,-28.89914214,0,HALLMARK_ANGIOGENESIS
3229,240.89422,291.68755,-7.242113663,-40.73052745,-38.92609131,-45.48265374,-2.71E+01,-32.26810319,-19.06368173,-26.46611993,0,HALLMARK_ANGIOGENESIS
3230,247.82679,291.68755,-6.310818497,-34.50814737,-33.13459683,-38.13804293,-2.34E+01,-27.80942514,-16.57930122,-23.46105844,0,HALLMARK_ANGIOGENESIS
3231,254.75937,291.68755,-4.806691331,-28.22929487,-27.33602975,-30.41026511,-1.94E+01,-22.96609997,-14.00238776,-20.71479482,0,HALLMARK_ANGIOGENESIS
3232,261.69194,291.68755,-4.784013354,-26.30102699,-25.55584772,-32.1282907,-1.81E+01,-22.7269904,-12.97890679,-20.06664988,0,HALLMARK_ANGIOGENESIS
3233,268.62451,291.68755,-5.525773841,-30.1855847,-29.16538508,-36.45332264,-1.96E+01,-25.60769177,-14.12004762,-21.18918284,0,HALLMARK_ANGIOGENESIS
3234,275.55709,291.68755,-5.483977765,-32.04844385,-30.59832764,-37.35691085,-2.08E+01,-26.99627326,-14.64774224,-21.95326699,0,HALLMARK_ANGIOGENESIS
3235,282.48966,291.68755,-5.445564545,-31.92421357,-30.53526968,-37.43017779,-2.11E+01,-27.15226968,-14.79009612,-22.11019751,0,HALLMARK_ANGIOGENESIS
3236,289.42223,291.68755,-5.651876788,-31.52239799,-30.11389126,-38.40238622,-2.11E+01,-26.80861405,-15.02235637,-21.99438358,0,HALLMARK_ANGIOGENESIS
3237,296.3548,291.68755,-5.811743893,-30.43220339,-28.95484531,-39.18366154,-2.06E+01,-26.05206266,-14.66479999,-21.13816669,0,HALLMARK_ANGIOGENESIS
3238,303.28738,291.68755,-5.465488585,-26.94322048,-25.66347059,-37.66447574,-1.86E+01,-23.5591767,-13.07490012,-18.82726121,0,HALLMARK_ANGIOGENESIS
3239,310.21995,291.68755,-4.881162261,-21.81223594,-20.92915487,-33.44510207,-1.54E+01,-19.10226551,-10.77755038,-14.92228447,0,HALLMARK_ANGIOGENESIS
3240,317.15252,291.68755,-4.106909197,-11.62938841,-11.25836255,-26.56393303,-8.69E+00,-11.70553747,-6.131513973,-8.59705598,0,HALLMARK_ANGIOGENESIS
3241,324.0851,291.68755,-2.715010034,1.954434331,1.468672566,-18.46766207,-5.57E-01,-2.966343172,-0.960963655,-1.89808678,1.954434331,HALLMARK_ESTROGEN_RESPONSE_EARLY
3242,331.01767,291.68755,-1.46407828,10.05984898,9.067596024,-12.81250894,4.05E+00,2.272926313,1.98485448,2.13746633,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3243,337.95024,291.68755,-0.671171375,15.73459565,14.71872408,-7.729607977,6.81E+00,6.588567574,4.123679084,4.72953515,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3244,344.88282,291.68755,-0.414701476,12.70516722,12.05152535,-6.738342893,5.44E+00,5.551073584,3.785126167,4.33991084,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3245,351.81539,291.68755,-0.909781583,14.82048044,16.34288708,-4.517779463,6.00E+00,6.562277121,4.518076034,5.39449229,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3246,358.74796,291.68755,-1.249228072,5.496089395,5.408306431,-6.532087101,2.35E+00,2.35413178,2.325894882,3.15098076,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3247,365.68053,291.68755,-0.5047666,5.821778514,5.828664321,-3.812004737,2.01E+00,3.707351862,2.575149481,3.40455093,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3248,372.61311,291.68755,0.170831814,2.42931396,2.841652676,0.305066391,8.91E-01,3.144900854,1.766684441,2.55305987,3.144900854,HALLMARK_P53_PATHWAY
3249,379.54568,291.68755,-0.496835145,-5.684080649,-4.751382081,-3.205905928,-2.36E+00,-1.208264585,-0.72941645,0.16778449,0.16778449,HALLMARK_DNA_REPAIR
3250,386.47825,291.68755,-0.911989673,-8.477136719,-7.652300869,-7.301797179,-3.64E+00,-3.755125206,-2.164158694,-1.19387672,0,HALLMARK_ANGIOGENESIS
3251,393.41083,291.68755,-0.677704561,-5.801359962,-5.109239109,-5.665361589,-2.23E+00,-2.236297062,-1.383724181,0.37183254,0.37183254,HALLMARK_DNA_REPAIR
3252,400.3434,291.68755,0.647597128,2.045009313,2.483341777,3.96325523,2.44E+00,4.081953085,2.122038558,5.31516882,4,HALLMARK_DNA_REPAIR
3253,407.27597,291.68755,2.460356414,17.58539447,16.94335269,15.17173028,1.27E+01,16.01774469,8.426116926,13.92220254,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3254,414.20854,291.68755,3.352206295,25.76983934,25.15939042,22.21371891,1.93E+01,23.3466989,12.17786492,18.41873909,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3255,421.14112,291.68755,3.188569856,30.6922086,29.42865819,22.05135778,2.17E+01,26.93444759,13.87245466,20.70084999,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3256,428.07369,291.68755,3.273302585,30.12182245,28.68394712,23.55874209,2.08E+01,26.1690657,13.82723211,19.79833668,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3257,435.00626,291.68755,2.337634342,18.24564601,16.89915089,17.61578022,1.27E+01,16.97122128,9.383987504,13.15723418,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
3258,441.93884,291.68755,0.327051561,1.031491304,0.717246804,4.267919758,1.36E+00,3.034383858,2.759465663,3.13136422,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3259,448.87141,291.68755,-1.50943926,-11.19845989,-10.39341953,-9.095761339,-6.75E+00,-6.86818137,-2.179240553,-4.48691408,0,HALLMARK_ANGIOGENESIS
3260,455.80398,291.68755,-1.756939238,-13.64709029,-12.48018893,-10.16420168,-8.74E+00,-9.609254216,-3.342912325,-6.8742778,0,HALLMARK_ANGIOGENESIS
3261,462.73655,291.68755,-0.466454712,-10.21323253,-8.925852417,-2.596933583,-5.52E+00,-7.152038031,-2.130591643,-5.01836947,0,HALLMARK_ANGIOGENESIS
3262,469.66913,291.68755,1.897379624,-1.839738874,-0.576979255,10.09556595,1.12E-01,-0.932410793,1.0317579,-0.54899283,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3263,476.6017,291.68755,3.60606198,7.475111191,8.8917984,17.30585924,6.06E+00,5.921335954,5.045105502,4.65246744,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3264,483.53427,291.68755,4.873023243,15.89794272,17.11073662,25.86878394,1.21E+01,12.05577014,9.673736485,10.34747665,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3265,490.46685,291.68755,4.986314069,22.85044662,24.31120134,27.69401872,1.77E+01,18.63391919,13.36900375,16.14848767,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3266,497.39942,291.68755,4.87902306,25.70780857,28.74122265,27.02715031,2.10E+01,23.216383,15.40062908,20.07228675,4,HALLMARK_ESTROGEN_RESPONSE_LATE
3267,504.33199,291.68755,4.047911384,17.05939064,20.59838309,22.4639865,1.65E+01,18.43002652,12.3968251,17.82681871,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3268,511.26457,291.68755,4.520709322,13.96149831,18.07000639,25.55121355,1.53E+01,17.29651836,11.42738414,17.17112053,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
3269,518.19714,291.68755,4.874172659,11.63893747,16.08385239,28.13113784,1.44E+01,16.37978693,10.74171065,16.63845484,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
